a,b,c,d,e,f,g,result
34,1.7059,0.1471,0.4118,0.0294,0.2353,0.0588,0.5556
15,1.3333,0.1333,0.4000,0.0000,0.1333,0.0000,0.4568
27,0.2222,0.0000,0.0000,0.0000,0.0000,0.0000,0.3148
33,1.6364,0.0303,0.1212,0.0000,0.0606,0.0000,0.5988
37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
12,1.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.5988
156,4.2756,0.5641,1.2115,0.0897,0.4551,0.0385,0.5247
51,0.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
6,1.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
26,2.0000,0.0769,0.2692,0.0000,0.0769,0.0000,0.5926
9,3.2222,0.2222,0.8889,0.1111,0.4444,0.0000,0.3827
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3827
67,2.7313,0.1940,0.4627,0.0597,0.3284,0.0000,0.4568
66,0.0758,0.0000,0.0152,0.0000,0.0000,0.0000,0.5988
11,0.6364,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
15,1.4667,0.0000,0.2000,0.0000,0.0000,0.0000,0.4568
40,2.7250,0.1500,0.5000,0.0250,0.1250,0.0750,0.3827
160,3.9625,0.5563,1.0750,0.0625,0.3688,0.0063,0.5247
31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
21,0.0476,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
21,2.0000,0.0000,0.2381,0.0000,0.0952,0.0000,0.4691
8,2.0000,0.0000,0.2500,0.0000,0.1250,0.0000,0.5309
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
22,1.9545,0.1818,0.3636,0.0000,0.1818,0.0000,0.5000
135,3.7778,0.6148,1.0593,0.0889,0.2593,0.3037,0.5802
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
21,0.0952,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3148
15,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
11,3.0000,0.0909,0.5455,0.0909,0.2727,0.0000,0.3148
86,3.4419,0.2791,0.8605,0.0814,0.4186,0.0233,0.3148
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
147,3.1088,0.4490,0.8095,0.0544,0.3333,0.2449,0.5583
29,1.3793,0.1724,0.2414,0.0000,0.1034,0.0345,0.4506
127,3.4488,0.4016,0.7795,0.1181,0.4331,0.0709,0.5802
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
159,3.8050,0.4277,1.1447,0.0881,0.5220,0.0000,0.5741
32,0.0625,0.0000,0.0313,0.0000,0.0000,0.0000,0.5679
30,2.1667,0.1667,0.4000,0.0000,0.1667,0.0667,0.4074
73,3.1781,0.1918,0.5753,0.0685,0.3973,0.0000,0.3827
7,1.7143,0.0000,0.4286,0.0000,0.1429,0.0000,0.4568
37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
65,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
113,3.9381,0.5487,1.2743,0.0973,0.4159,0.0000,0.4074
22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
40,3.4250,0.5250,0.8250,0.0500,0.2000,0.1000,0.3148
35,2.7714,0.4000,0.7429,0.1429,0.4857,0.0571,0.5309
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
134,2.6343,0.3507,0.5970,0.0821,0.2910,0.0373,0.4506
14,3.6429,0.5000,0.5714,0.0714,0.3571,0.2857,0.4691
57,0.1053,0.0000,0.0175,0.0000,0.0000,0.0000,0.5802
24,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
102,3.4902,0.4216,0.8922,0.1961,0.5588,0.0000,0.5926
22,1.6818,0.0000,0.0455,0.0000,0.0000,0.0000,0.5000
7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
157,3.7134,0.6178,1.1783,0.1338,0.5350,0.1720,0.5802
25,2.1200,0.1600,0.6400,0.0400,0.2000,0.0000,0.4074
8,1.3750,0.2500,0.3750,0.0000,0.0000,0.0000,0.5802
16,1.9375,0.0000,0.1250,0.0000,0.0625,0.0000,0.5802
8,0.8750,0.2500,0.0000,0.0000,0.0000,0.0000,0.5679
21,1.0952,0.2381,0.1905,0.0476,0.1429,0.0000,0.4506
6,1.3333,0.1667,0.3333,0.0000,0.0000,0.0000,0.5988
38,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
71,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
10,3.4000,0.0000,0.6000,0.0000,0.1000,0.0000,0.5583
3,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
4,1.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.4568
41,2.8049,0.2195,0.6098,0.0732,0.3415,0.0000,0.5802
146,3.6370,0.5205,0.9384,0.0822,0.2466,0.2055,0.5247
19,3.6316,0.4737,1.0526,0.1579,0.5263,0.0000,0.4691
63,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
32,1.7188,0.0938,0.2813,0.0313,0.1250,0.0313,0.5926
6,1.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
72,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
22,0.2273,0.0000,0.0909,0.0000,0.0455,0.0000,0.5309
103,3.2330,0.3204,0.9223,0.0777,0.2621,0.0291,0.5802
5,2.6000,0.4000,1.0000,0.0000,0.2000,0.0000,0.5247
103,3.1359,0.3010,0.7476,0.0874,0.4078,0.0000,0.5556
94,3.7021,0.4362,0.8404,0.1809,0.5213,0.0319,0.5988
60,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
34,1.7647,0.0588,0.2353,0.0294,0.2353,0.0000,0.5000
38,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
76,4.0263,0.5395,1.0658,0.1053,0.4737,0.0658,0.4383
17,2.0588,0.1176,0.5294,0.0000,0.4706,0.0000,0.5556
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
31,1.7097,0.0968,0.1290,0.0323,0.0645,0.0000,0.5988
28,0.2857,0.0714,0.0714,0.0000,0.0357,0.0000,0.5926
16,0.3750,0.0000,0.1250,0.0000,0.0000,0.0000,0.4506
32,1.9063,0.0938,0.3125,0.0313,0.1875,0.0000,0.5926
99,2.8586,0.2626,0.6667,0.0202,0.1818,0.0202,0.5644
136,3.7132,0.5000,1.1838,0.0882,0.5882,0.0221,0.5988
8,1.0000,0.2500,0.1250,0.0000,0.1250,0.0000,0.4691
29,3.4828,0.2069,0.7241,0.1034,0.3103,0.0000,0.4383
116,3.5603,0.3793,0.8190,0.0948,0.3621,0.0000,0.5000
13,2.1538,0.1538,0.3846,0.0769,0.3846,0.0000,0.5926
5,2.0000,0.2000,0.6000,0.0000,0.0000,0.2000,0.5309
27,0.0741,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
63,2.6508,0.2540,0.5873,0.0635,0.3333,0.0000,0.5309
20,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
156,3.8590,0.4103,1.0705,0.1474,0.5128,0.0000,0.4383
12,2.0833,0.2500,0.4167,0.0000,0.0833,0.0833,0.3889
147,3.1429,0.4082,0.7279,0.1565,0.4082,0.0000,0.5583
127,3.8976,0.4409,1.0079,0.1339,0.5827,0.0000,0.4074
25,3.0800,0.2400,0.8000,0.0000,0.1200,0.0000,0.5802
55,0.0909,0.0182,0.0182,0.0000,0.0000,0.0000,0.5802
85,3.4471,0.3765,0.8353,0.0706,0.4235,0.0000,0.3827
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
76,3.7237,0.4079,0.8421,0.1711,0.3553,0.0000,0.4383
12,2.4167,0.2500,0.2500,0.0000,0.0000,0.0000,0.5247
24,0.0417,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
20,1.8000,0.0500,0.2500,0.0000,0.0500,0.0000,0.5802
13,0.1538,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
145,3.0759,0.5034,0.7862,0.2069,0.6000,0.0276,0.5926
136,3.4706,0.3088,0.8088,0.0882,0.3088,0.0147,0.5309
14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
65,0.0308,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
142,3.0704,0.3592,0.6761,0.0915,0.3169,0.0070,0.5583
161,4.0870,0.5714,1.1677,0.0807,0.4845,0.1429,0.4568
46,3.2391,0.5000,0.8261,0.2391,0.5000,0.0435,0.4074
16,1.6250,0.1875,0.2500,0.0000,0.0625,0.0000,0.5247
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
88,3.8068,0.5682,1.1136,0.1477,0.6023,0.0568,0.5644
139,3.5827,0.5683,0.9281,0.1655,0.6619,0.0072,0.5988
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
134,3.4179,0.5746,1.0373,0.0896,0.4925,0.0000,0.5988
89,2.6966,0.3483,0.8090,0.1461,0.3820,0.0000,0.4074
4,1.0000,0.0000,0.2500,0.0000,0.2500,0.2500,0.4815
8,3.5000,0.3750,1.0000,0.0000,0.2500,0.0000,0.5247
4,2.7500,0.2500,0.5000,0.0000,0.0000,0.0000,0.5247
2,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
21,3.1429,0.2857,0.7619,0.0000,0.1905,0.0000,0.4568
10,3.6000,0.3000,0.8000,0.0000,0.2000,0.0000,0.5247
33,3.3030,0.3030,0.7273,0.0909,0.5455,0.0606,0.4815
4,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
45,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
31,1.1613,0.1290,0.1613,0.0000,0.0968,0.0000,0.4568
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
24,1.6250,0.2500,0.3333,0.0000,0.1667,0.0000,0.4568
47,2.0213,0.2128,0.3830,0.0638,0.2979,0.0426,0.4568
71,2.7465,0.2254,0.8169,0.0141,0.3099,0.0000,0.5000
87,3.0690,0.3678,0.7241,0.0345,0.2759,0.1494,0.5247
81,1.5802,0.1358,0.2840,0.0247,0.0864,0.0123,0.4506
12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
18,1.6667,0.0556,0.1667,0.0000,0.0000,0.0000,0.3827
16,1.2500,0.1250,0.1875,0.0000,0.0625,0.0000,0.5679
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
62,1.6935,0.1935,0.3710,0.0000,0.0806,0.0000,0.4691
21,0.1905,0.0000,0.0476,0.0000,0.0000,0.0000,0.3148
11,0.2727,0.0000,0.1818,0.0000,0.0000,0.0000,0.5247
98,2.6939,0.4184,0.6633,0.0918,0.3061,0.0510,0.5926
23,0.1304,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
90,3.3778,0.4222,0.8778,0.0333,0.3111,0.1111,0.5247
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3148
68,0.0147,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
23,0.0435,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
16,0.9375,0.0000,0.0000,0.0000,0.0625,0.0000,0.5309
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
50,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
33,2.2424,0.1515,0.4545,0.1212,0.2727,0.0000,0.3827
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3827
12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
52,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
15,1.3333,0.0667,0.2667,0.0000,0.0000,0.0000,0.4506
11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
137,3.7810,0.6131,1.1679,0.2190,0.7518,0.0292,0.5988
32,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
7,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
7,0.8571,0.0000,0.1429,0.0000,0.0000,0.0000,0.4691
9,0.6667,0.0000,0.2222,0.0000,0.0000,0.0000,0.4568
33,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
51,0.1765,0.0000,0.0196,0.0000,0.0000,0.0000,0.4568
61,0.0820,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
142,3.1338,0.3028,0.7535,0.0986,0.4155,0.0141,0.5247
20,2.7500,0.2500,0.8000,0.0000,0.2500,0.1000,0.5000
70,3.9286,0.4429,1.0429,0.0429,0.4571,0.0714,0.3827
95,2.6000,0.2421,0.6211,0.0105,0.2316,0.0000,0.4568
71,3.9437,0.6197,1.1127,0.0704,0.4225,0.1268,0.4691
9,2.3333,0.1111,0.3333,0.0000,0.0000,0.0000,0.3148
61,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
48,2.6042,0.1667,0.5000,0.0208,0.2083,0.0833,0.3148
49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
32,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
101,2.9109,0.2079,0.6634,0.0792,0.2376,0.0099,0.4074
49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
156,3.8526,0.5064,1.0321,0.0641,0.3077,0.0641,0.5000
57,0.0351,0.0175,0.0175,0.0000,0.0000,0.0000,0.5556
14,2.4286,0.1429,0.2857,0.0000,0.0714,0.0000,0.5926
14,0.0714,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
20,1.5000,0.2500,0.4500,0.0000,0.0000,0.0000,0.5926
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
56,0.0179,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
97,2.1546,0.2474,0.5258,0.0722,0.3299,0.0000,0.5556
4,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,0.4383
18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3148
44,2.7045,0.3182,0.7045,0.0909,0.2955,0.0227,0.5247
13,0.4615,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
10,0.9000,0.1000,0.1000,0.0000,0.0000,0.0000,0.5988
160,4.0063,0.5688,1.2063,0.0563,0.5250,0.1063,0.5988
2,3.0000,0.5000,1.0000,0.5000,0.5000,0.5000,0.4383
18,1.6111,0.2222,0.3333,0.0556,0.0556,0.1111,0.4691
29,0.0345,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
71,3.2254,0.2676,0.9577,0.0563,0.3099,0.0000,0.5741
85,3.2588,0.4471,0.6824,0.0941,0.2941,0.0118,0.3148
4,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
50,1.9400,0.2800,0.5400,0.0600,0.2400,0.0000,0.5926
162,3.8827,0.5617,1.0988,0.1667,0.6111,0.1358,0.4691
96,2.8021,0.2604,0.6771,0.0104,0.1875,0.0208,0.5000
107,3.8224,0.4673,1.1589,0.1028,0.5140,0.0280,0.5741
80,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
32,1.5625,0.0313,0.2188,0.0000,0.0000,0.0000,0.4568
2,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
54,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
9,0.8889,0.1111,0.1111,0.0000,0.0000,0.1111,0.5309
34,1.9412,0.3824,0.3824,0.0000,0.1471,0.0294,0.5741
19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
34,2.6176,0.2353,0.6765,0.0294,0.2353,0.0588,0.4691
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
20,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
61,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
138,3.5942,0.3478,1.0507,0.0942,0.5725,0.0000,0.5309
61,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
23,1.1304,0.0000,0.0870,0.0000,0.0870,0.0000,0.5988
2,3.5000,0.5000,0.5000,0.0000,0.5000,0.0000,0.5926
8,2.0000,0.0000,0.1250,0.0000,0.2500,0.0000,0.4691
16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
30,0.0667,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
18,1.6111,0.2222,0.1667,0.0000,0.0000,0.0000,0.4506
65,3.1385,0.2154,0.6462,0.0615,0.3385,0.0308,0.3889
4,2.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
22,0.0909,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
151,4.0132,0.5298,1.0464,0.1192,0.6821,0.0331,0.5556
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3827
27,1.0741,0.1852,0.1481,0.0000,0.0741,0.0370,0.5802
113,2.7257,0.3186,0.6726,0.0088,0.0708,0.2035,0.3827
134,3.7537,0.3582,1.0224,0.1269,0.5224,0.0075,0.5583
36,2.8333,0.3056,0.5833,0.0833,0.3611,0.0000,0.4568
48,1.7708,0.2292,0.3958,0.0625,0.2500,0.0000,0.4691
5,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
21,3.6190,0.4762,1.2381,0.1905,0.5714,0.0000,0.4074
129,3.6977,0.3411,0.9380,0.1085,0.4031,0.0155,0.4074
118,3.1949,0.2797,0.8305,0.0085,0.1949,0.0169,0.3827
137,3.2336,0.4672,0.8686,0.0584,0.2774,0.0876,0.5000
8,0.3750,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
32,0.0938,0.0000,0.0313,0.0000,0.0000,0.0000,0.5741
148,3.5135,0.4122,1.0338,0.1014,0.4865,0.0135,0.4691
155,3.9290,0.4516,1.1097,0.0903,0.5290,0.0194,0.5000
29,2.4828,0.2759,0.6552,0.0690,0.1379,0.0000,0.5802
28,4.0357,0.3214,1.1429,0.0357,0.3929,0.0357,0.4074
49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
27,0.2222,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
4,2.5000,0.0000,0.5000,0.0000,0.2500,0.0000,0.5247
8,1.0000,0.3750,0.1250,0.0000,0.0000,0.0000,0.4568
85,3.3647,0.3529,0.7882,0.0706,0.3059,0.0235,0.5583
7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
104,3.6731,0.6346,1.1731,0.1827,0.4038,0.1058,0.5679
99,3.9495,0.4949,1.0202,0.1717,0.6465,0.0101,0.4815
116,2.5345,0.2931,0.6466,0.0172,0.1810,0.0259,0.5679
24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
40,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
66,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3827
82,3.3659,0.5122,0.9268,0.1585,0.5366,0.0000,0.4691
24,2.6667,0.1250,0.6667,0.0833,0.3750,0.0000,0.4506
22,3.0455,0.2273,0.6818,0.0909,0.1818,0.0000,0.4383
33,0.0606,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
95,3.3158,0.2947,0.7368,0.0211,0.2211,0.0211,0.4568
43,2.0000,0.1163,0.3721,0.0233,0.1395,0.0000,0.4691
87,2.7931,0.4598,0.7586,0.1839,0.6322,0.0000,0.5679
9,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
158,4.0316,0.4304,1.1456,0.0380,0.3038,0.1899,0.3889
92,3.3043,0.4674,0.9348,0.1304,0.5326,0.0000,0.4568
14,0.0714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
86,3.5349,0.7209,1.2209,0.2326,0.6628,0.1163,0.5679
18,0.0556,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
15,0.8000,0.3333,0.2667,0.0000,0.0000,0.0000,0.5679
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
35,2.3143,0.1429,0.6286,0.0000,0.1714,0.0000,0.4074
68,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3827
48,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
78,3.6795,0.3718,1.0000,0.2051,0.7564,0.0000,0.5309
5,2.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
57,2.7719,0.3684,0.5614,0.1579,0.3509,0.0000,0.4074
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
118,3.5339,0.4831,0.9746,0.1864,0.5593,0.0000,0.4568
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3827
50,2.7000,0.3400,0.5800,0.1200,0.3800,0.0000,0.4568
114,3.3772,0.4737,0.7632,0.1053,0.4912,0.0789,0.5926
17,0.1765,0.0588,0.0000,0.0000,0.0000,0.0000,0.4568
68,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
7,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
40,3.2000,0.4250,0.6250,0.1250,0.3000,0.0000,0.5247
98,3.5816,0.4082,0.9490,0.0714,0.3571,0.0102,0.5309
18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
88,3.5795,0.4205,1.0909,0.0000,0.1932,0.2500,0.4506
93,4.1075,0.6237,1.2151,0.1075,0.3978,0.1613,0.4568
6,1.1667,0.1667,0.1667,0.0000,0.0000,0.0000,0.5556
99,3.3838,0.4040,0.7273,0.1515,0.4848,0.0303,0.5679
36,3.0556,0.4167,0.7222,0.1667,0.5278,0.0000,0.5247
30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
73,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
14,1.0000,0.0714,0.2143,0.0000,0.0714,0.0000,0.4691
47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
109,3.9450,0.5229,1.0917,0.1101,0.5046,0.2385,0.3889
47,3.9574,0.5532,1.1064,0.1277,0.5532,0.3404,0.5583
64,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
23,2.9130,0.1739,0.7391,0.0000,0.3043,0.0000,0.4691
160,3.7875,0.4438,0.8813,0.1438,0.5000,0.0375,0.4074
14,1.0000,0.0000,0.2857,0.0000,0.0714,0.0000,0.5309
77,3.4416,0.4286,0.8571,0.1039,0.5065,0.0390,0.5247
70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
60,2.7000,0.2500,0.6667,0.0833,0.2833,0.0000,0.5644
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
8,1.5000,0.1250,0.2500,0.1250,0.3750,0.0000,0.4691
102,1.8824,0.2059,0.4804,0.0000,0.0784,0.0392,0.5556
99,1.4545,0.2222,0.3636,0.0202,0.1616,0.0505,0.5988
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
68,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
44,3.5455,0.4773,0.8636,0.1591,0.4318,0.0909,0.5247
25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
9,1.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.5556
96,2.0313,0.2188,0.5000,0.0521,0.2396,0.0104,0.5644
76,0.0132,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
13,1.6923,0.0000,0.1538,0.0000,0.0769,0.0000,0.5802
21,0.0476,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
63,0.0159,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
46,0.0652,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
160,3.7500,0.4063,0.9438,0.0375,0.2438,0.1375,0.4506
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
47,2.2979,0.1915,0.5957,0.0000,0.2128,0.0213,0.4815
60,2.2500,0.2500,0.4667,0.0167,0.1667,0.0167,0.5247
65,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
45,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
51,2.6667,0.2157,0.5098,0.0784,0.1569,0.0000,0.5926
17,0.6471,0.2353,0.1176,0.0588,0.2353,0.0000,0.5583
43,0.0233,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
121,3.7107,0.5207,1.0826,0.1736,0.6529,0.0331,0.4568
22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
74,0.0135,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
94,3.3723,0.3511,0.9362,0.0851,0.4043,0.0319,0.5000
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
36,2.8333,0.3056,0.6111,0.1111,0.2778,0.0278,0.5988
65,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
36,0.9167,0.0000,0.1667,0.0000,0.0000,0.0000,0.4691
15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
73,3.4384,0.4932,0.8493,0.1918,0.4110,0.0000,0.4506
9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
128,3.3125,0.3828,0.7344,0.1406,0.3906,0.1172,0.3827
92,3.3696,0.3261,0.9022,0.0543,0.4022,0.0109,0.4506
4,3.2500,0.2500,1.0000,0.0000,0.5000,0.0000,0.4506
13,1.4615,0.0769,0.1538,0.0000,0.1538,0.0000,0.4074
74,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
88,3.2386,0.5114,0.7614,0.0795,0.2159,0.1364,0.4568
87,2.9885,0.2644,0.5747,0.0345,0.2414,0.0460,0.4383
17,3.4706,0.4118,0.7647,0.0588,0.0588,0.0000,0.5247
30,1.9333,0.1667,0.4000,0.0000,0.1667,0.0000,0.5679
11,0.0909,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
